Source	EE ID	Occupation	Political rank	Military rank	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	Full Name	Full Name Reversed	Particule?	Aristo title	Clerical title	Wikipedia URL	VIAF ID	VIAF URL	Wikipedia Image Link	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academy_single_provincial	Salons	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country
EE	lemirnoel0023365	engraver			0	1	1	Noël Le Mire	"Le Mire, Noël"					43516	http://viaf.org/43516				Artist								Male	French	1724-00-00	1724	1800-00-00	1800	Rouen	France		unknown
EE	renneannec023077	aristocrat			0	1	1	"Anne Catherine de Rennel, marquise de Trestondam"	"Rennel, Anne Catherine de, marquise de Trestondam"	Yes	marquise							"Aristocracy, Elite"									Female	French	1724-00-00	1724				France		unknown
EE	roubajosep023156	"priest,missionary"			0	1	1	Joseph Antoine Roubaud	"Roubaud, Joseph Antoine"								Letters_Literary			Catholic_Jesuit							Male	French	1724-00-00	1724	1781-00-00	1781	Avignon	France	Paris	France
EE	verijosep0024398	"clergyman,diarist"			0	0	0	Joseph Alphonse de Véri	"Véri, Joseph Alphonse de"	Yes				43646687	http://viaf.org/43646687		Letters_Literary		Finance-banking	Catholic_Clergy							Male	French	10/16/1724	1724	8/28/1799	1799	Séguret	France	Avignon	France
EE	mignoalexa002551	"lawyer,historian"			10	0	10	"Alexandre Jean Mignot, abbé de Seillières"	"Mignot, Alexandre Jean, abbé de Seillières"	Yes		abbé					Letters_Literary	Government	Legal								Male	French	1725-00-00	1725	1790-00-00	1790		France		unknown
EE	varagfranc001236	"army officer,soldier,scholar"		officer	3	2	5	"François de Varagne, marquis de Bélestat"	"Varagne, François de, marquis de Bélestat"	Yes	marquis						"Letters_Antiquarian, Collector"	"Elite, Military, Aristocracy"			Académie des jeux floraux	Yes		Yes			Male	French	1725-00-00	1725	6/10/1808	1808		France		unknown
EE	carbomarie000932	aristocrat			2	1	3	"Marie Françoise Renée de Carbonnel de Canisy, comtesse de Forcalquier"	"Carbonnel de Canisy, Marie Françoise Renée de, comtesse de Forcalquier"	Yes	comtesse							"Elite, Aristocracy"								"Brancas, Deffand_SaintJoseph"	Female	French	1725-00-00	1725				France		unknown
EE	juliecharl024203	police informant	police		2	0	2	Charles de Julie	"Julie, Charles de"	Yes								Government									Male	French	1725-00-00	1725				unknown		unknown
EE	mereacharl023293	court official			1	1	2	Charles Hubert Méreau	"Méreau, Charles Hubert"								Letters_Literary	"Government, Court"									Male	French	1725-00-00	1725	11/15/1795	1795		France	Gotha	Germany
EE	cabanjeanb004460	agriculturalist			1	0	1	Jean Baptiste Cabanis de Salagnac	"Cabanis de Salagnac, Jean Baptiste"	Yes				32335281	http://viaf.org/32335281		Sciences_Natural		Gardening-farming		"Société d'agriculture, des sciences et des arts de la Haute-Vienne"						Male	French	1725-00-00	1725	1786-00-00	1786		unknown		unknown
EE	challcathe023628	aristocrat			1	0	1	"Catherine Françoise de Challes, comtesse de Charlier"	"Challes, Catherine Françoise de, comtesse de Charlier"	Yes	comtesse							"Aristocracy, Elite"									Female	French	1725-00-00	1725				France		unknown
EE	lavirlouis001079	"physician,doctor,journalist"			1	0	1	Louis Anne de La Virotte	"La Virotte, Louis Anne de"	Yes			http://fr.wikipedia.org/wiki/Louis-Anne_La_Virotte	76668079	http://viaf.org/76668079		"Letters_Literary, Sciences_Medicine"		"Cultural, Medical"							Encyclopedistes	Male	French	1725-00-00	1725	3/3/1759	1759	Nolay	France	Paris	France
EE	legenguill002253	"scientist,astronomer"			1	0	1	Guillaume Joseph Hyacinthe Jean Baptiste Le Gentil de La Galaisière	"Le Gentil de La Galaisière, Guillaume Joseph Hyacinthe Jean Baptiste"	Yes			http://en.wikipedia.org/wiki/Guillaume_Le_Gentil	49263600	http://viaf.org/49263600	upload.wikimedia.org/wikipedia/commons/thumb/d/d8/PSM_V05_D274_Nebula_orionis_1758.jpg/220px-PSM_V05_D274_Nebula_orionis_1758.jpg	"Sciences_Mathematical, Sciences"				Académie des sciences	Yes		Yes			Male	French	9/12/1725	1725	10/22/1792	1792	Coutances	France		unknown
EE	mauxjeann0004511	government official's wife			1	0	1	Jeanne Catherine de Maux	"Maux, Jeanne Catherine de"	Yes																	Female	French	1725-00-00	1725				unknown		unknown
EE	rigolclaud002978	civil servant			1	0	1	"Claude Jean Rigoley, baron d'Ogny"	"Rigoley, Claude Jean, baron d'Ogny"	Yes	baron							"Government, Aristocracy"									Male	French	10/12/1725	1725	8/10/1793	1793	Dijon	France		unknown
EE	boillpierr023685	friar			0	0	0	Pierre Charles Boillot	"Boillot, Pierre Charles"											Catholic_Clergy							Male	French	8/8/1725	1725			Paris	France		unknown
EE	bracfranc0000418	lawyer			0	1	1	François Pierre Suzanne Brac	"Brac, François Pierre Suzanne"										Legal								Male	French	1725-00-00	1725	1800-00-00	1800		France		unknown
EE	caffijeanj000500	"artist,sculptor"			0	1	1	Jean Jacques Caffiéri	"Caffiéri, Jean Jacques"					67368373	http://viaf.org/67368373			Court	Artist								Male	French	1725-00-00	1725	1792-00-00	1792		France		unknown
EE	chariantoi023630	unknown			0	2	2	Antoine Charier	"Charier, Antoine"								Letters										Male	French	1725-00-00	1725	3/9/1781	1781		France	Nyon	Switzerland
EE	fautrcheva001525	marine officer		officer	0	1	1	"André Bandeuil, chevalier de Fautras"	"Bandeuil, André, chevalier de Fautras"	Yes	chevalier						Letters_Literary	"Military, Aristocracy"	Maritime								Male	French	1725-00-00	1725	1790-00-00	1790		France	Brest	France
EE	lalivangel023412	"court official,collector"			0	5	5	Ange Laurent Lalive de Jully	"Lalive de Jully, Ange Laurent"	Yes			http://fr.wikipedia.org/wiki/Ange_Laurent_Lalive_de_Jully	29806392	http://viaf.org/29806392		Collector	Court								Geoffrin	Male	French	1725-00-00	1725	1779-00-00	1779		France		unknown
EE	montujeane023270	"civil servant,mathematician"			0	1	1	Jean Étienne Montucla	"Montucla, Jean Étienne"				http://en.wikipedia.org/wiki/Jean-Étienne_Montucla	36951765	http://viaf.org/36951765		Sciences_Mathematical	Government	Legal								Male	French	9/5/1725	1725	12/19/1799	1799	Lyons	France		unknown
CNRS-D					0	0	0	Nicolas Desmarest	"Desmarest, Nicolas"				http://en.wikipedia.org/wiki/Nicolas_Desmarest	66550750	http://viaf.org/66550750	upload.wikimedia.org/wikipedia/commons/thumb/2/2a/DESMAREST.jpg/220px-DESMAREST.jpg	"Letters_Literary, Sciences_Natural"	Government			"Académie des sciences, Academy of Amiens"	Yes	Yes			Encyclopedistes	Male	French	1725-00-00	1725	1815-00-00	1815	Soulaines	 France	Paris	 France
CNRS-D					0	0	0	Jean Durival 	"Durival, Jean"					2022	http://viaf.org/2022											Encyclopedistes	Male	French	1725-00-00	1725	1810-00-00	1810	Saint-Aubin-sur-Aire	 France	Heillecourt	 France
CNRS-D					0	0	0	"Jean-Gabriel Marsson, Jean-Gabriel Marson"	"Marsson (Marson), Jean-Gabriel"																		Male	French	1725-00-00	1725	1787-00-00	1787				
"EE, CNRS-D"	lalivlouis000810	"author,salon hostess"			144	24	168	"Louise Florence Pétronille La Live, marquise d'Épinay"	"La Live, Louise Florence Pétronille, marquise d'Épinay"	Yes	marquise		http://en.wikipedia.org/wiki/Louise_d'Épinay	51720337	http://viaf.org/51720337	http://upload.wikimedia.org/wikipedia/commons/e/e3/Louise_d%27Epinay_Liotard.jpg	Letters_Literary	"Elite, Aristocracy"								"Epinay, Quinault"	Female	French	3/11/1726	1726	4/17/1783	1783	Valenciennes	France	Paris	France
EE	anglilaure001031	"author,Huguenot,moralist"			17	28	45	Laurent Angliviel de La Beaumelle	"Angliviel de La Beaumelle, Laurent"	Yes				66520225	http://viaf.org/66520225		"Letters_Literary, Political economy"	Court	"Cultural, Education"								Male	French	1726-00-00	1726	1773-00-00	1773	Valleraugue	France		unknown
EE	texadaugus000133	"aristocrat,poet,author,playwright"			20	5	25	"Augustin Louis Marie Texada, marquis de Ximénès"	"Texada, Augustin Louis Marie, marquis de Ximénès"	Yes	marquis						Letters_Literary	"Military, Aristocracy, Elite"	Cultural								Male	French	2/26/1726	1726	6/1/1817	1817	Paris	France		unknown
EE	gaillgabri001669	"academy member,historian,journalist,grammarian"			5	5	10	Gabriel Henri Gaillard	"Gaillard, Gabriel Henri"				http://en.wikipedia.org/wiki/Gabriel-Henri_Gaillard	2605647	http://viaf.org/2605647		Letters_Literary		Cultural		"French Academy, Academy of Inscriptions, Academy of La Rochelle"	Yes	Yes				Male	French	3/26/1726	1726	2/13/1806	1806		France		unknown
EE	marethugue002481	"scholar,physician,doctor"			5	5	10	Hugues Maret	"Maret, Hugues"					54456123	http://viaf.org/54456123		"Letters_Literary, Letters_Antiquarian"	Government	Medical		"Academy of Dijon, Académie des sciences"	Yes					Male	French	1726-00-00	1726	1786-00-00	1786	Dijon	France	Fresnes Saint Mammès	France
EE	ginpierr00001739	"author,translator,political writer,royalist"			1	3	4	Pierre Louis Claude Gin	"Gin, Pierre Louis Claude"					17223234	http://viaf.org/17223234		"Letters_Literary, Political economy"										Male	French	1726-00-00	1726	1807-00-00	1807		France		unknown
EE	balbelouis000873	author			1	1	2	Louis Athanase Boniface Des Balbes de Berton de Crillon	"Balbes de Berton de Crillon, Louis Athanase Boniface Des"	Yes							Letters_Literary			Catholic_Clergy							Male	French	1726-00-00	1726	1/26/1789	1789	Avignon	France	Avignon	France
EE	germafranc001721	silversmith			1	1	2	François Thomas Germain	"Germain, François Thomas"				http://en.wikipedia.org/wiki/François-Thomas_Germain	72198921	http://viaf.org/72198921				Artisan								Male	French	1726-00-00	1726	1791-00-00	1791		unknown		unknown
EE	rossijeanj003032	"priest,author"			1	1	2	Jean Joseph Rossignol	"Rossignol, Jean Joseph"					22152101	http://viaf.org/22152101		"Letters_Literary, Sciences_Mathematical"			Catholic_Jesuit							Male	French	1726-00-00	1726	1807-00-00	1807	Vallouise	France		unknown
EE	sabatandre003071	"academy member,playwright"			1	1	2	André Hyacinthe Sabatier	"Sabatier, André Hyacinthe"					47092266	http://viaf.org/47092266		Letters_Literary		"Cultural, Education"		Academy of Marseilles			Yes	Yes		Male	French	1726-00-00	1726	1806-00-00	1806	Cavaillon	France	Avignon	France
EE	tinoiponce003323	"poet,author,tutor"			1	1	2	Ponce Simon Tinois	"Tinois, Ponce Simon"								Letters_Literary		Education								Male	French	11/6/1726	1726	1753-00-00	1753	Rheims	France		unknown
EE	duchafranc001369	aristocrat			1	0	1	"Françoise Gabrielle Pauline Du Châtelet, duchessa di Montenero-Caraffa"	"Du Châtelet, Françoise Gabrielle Pauline, duchessa di Montenero-Caraffa"	Yes	duchesse							"Elite, Aristocracy"									Female	French	1726-00-00	1726	1754-00-00	1754		unknown		unknown
EE	leclenicol002242	"physician,doctor,historian"			1	0	1	Nicolas Gabriel Le Clerc	"Le Clerc, Nicolas Gabriel"					22176743	http://viaf.org/22176743		"Letters_Literary, Letters"		Medical								Male	French	1726-00-00	1726	1798-00-00	1798		unknown		unknown
EE	romanjeanj003013	"priest,poet,author"			1	0	1	Jean Joseph Thérèse Roman	"Roman, Jean Joseph Thérèse"					49287674	http://viaf.org/49287674		Letters_Literary			Catholic_Clergy							Male	French	1726-05-00	1726	1787-08-00	1787	Avignon	France	Vaucluse	France
EE	rougefranc003036	financier			1	0	1	François Rougeot	"Rougeot, François"									Government	Finance-banking								Male	French	1726-00-00	1726	1794-00-00	1794	Lyons	France	Paris	France
EE	tallegabri001214	aristocrat			1	0	1	"Gabriel Marie de Talleyrand, comte de Périgord"	"Talleyrand, Gabriel Marie de, comte de Périgord"	Yes	comte							"Aristocracy, Military, Government, Elite"								"Genlis_Arsenal, Stael_Paris"	Male	French	1726-00-00	1726	1797-00-00	1797		France		unknown
EE	abosdantoi024215	lawyer			0	1	1	Antoine Maximilien d'Abos de Binanville	"Abos de Binanville, Antoine Maximilien d'"	Yes								Government	Legal								Male	French	1726-00-00	1726	1765-00-00	1765		France		unknown
EE	aunetlouis000136	"army officer,soldier,aristocrat,bibliophile"		high-ranking_brigadier	0	7	7	"Louis Benjamin Annet de Perry, marquis de Perry"	"Perry, Louis Benjamin Annet de, marquis de Perry"	Yes	marquis						Collector	"Aristocracy, Military, Elite"									Male	French	12/18/1726	1726	1/9/1774	1774		France		unknown
EE	cizerfranc023986	author			0	0	0	Francois Louis Cizeron-Rival	"Cizeron-Rival, Francois Louis"								Letters_Literary										Male	French	5/1/1726	1726	1795-00-00	1795		France	Lyons	France
EE	lerayjacqu002272	financier			0	0	0	Jacques Donatien Le Ray de Chaumont	"Le Ray de Chaumont, Jacques Donatien"	Yes									Finance-banking								Male	French	1726-00-00	1726	1803-00-00	1803		France		unknown
EE	mehegguill023296	"author,satirist,novelist"			0	1	1	Guillaume Alexandre de Méhégan	"Méhégan, Guillaume Alexandre de"	Yes							Letters_Literary										Male	French	1726-00-00	1726	1766-00-00	1766	La Salle	France		unknown
EE	milloclaud002562	"academy member,historian"			0	1	1	Claude François Xavier Millot	"Millot, Claude François Xavier"				http://en.wikipedia.org/wiki/Claude-François-Xavier_Millot	22182699	http://viaf.org/22182699		Letters_Literary		Education	Catholic_Jesuit	"French Academy, Academy of Lyon"	Yes					Male	French	3/5/1726	1726	3/21/1785	1785		France		unknown
EE	perrisuzan023810	civil servant's wife			0	0	0	Suzanne Jacqueline Perrinet de Faugnes	"Perrinet de Faugnes, Suzanne Jacqueline"	Yes								Elite									Female	French	1726-00-00	1726				France		unknown
EE	rigonjeanb002980	lawyer			0	1	1	Jean Baptiste Rigondet de Rozet	"Rigondet de Rozet, Jean Baptiste"	Yes									Legal								Male	French	1726-00-00	1726	1771-00-00	1771	Sellières	France	Avignon	France
"EE, CNRS-D"	turgoanner003374	"statesman,economist"	minister		67	32	99	Anne Robert Jacques Turgot	"Turgot, Anne Robert Jacques"		baron		"http://en.wikipedia.org/wiki/Anne-Robert-Jacques_Turgot,_Baron_de_Laune"	12316007	http://viaf.org/12316007	http://upload.wikimedia.org/wikipedia/commons/c/c8/Anne_Robert_Jacques_Turgot.jpg	"Political economy, Letters_Literary"	"Elite, Government, Aristocracy"			"Academy of Inscriptions, 	
Académie d'agriculture de France"	Yes				"Encyclopedistes, Deffand_SaintJoseph, Lespinasse, Anville, Graffigny_dEnfer"	Male	French	5/10/1727	1727	3/18/1781	1781	Paris	France	Paris	France
EE	ballejosep000175	"politician,lawyer"			87	5	92	Joseph Marie Balleydier	"Balleydier, Joseph Marie"									Government	Legal								Male	French	12/23/1727	1727	10/13/1794	1794	Cruseilles	France	Gex	France
"EE, CNRS-D"	morelandre002600	"political economist,law reformer"			31	45	76	André Morellet	"Morellet, André"				http://en.wikipedia.org/wiki/André_Morellet	120700230	http://viaf.org/120700230	http://upload.wikimedia.org/wikipedia/commons/f/f1/Andr%C3%A9_Morellet.jpg	"Letters_Literary, Political economy"		Legal		French Academy	Yes	Yes			"Encyclopedistes, Geoffrin, Anville, Helvetius, Lespinasse, Necker_Clery"	Male	French	3/7/1727	1727	1/12/1819	1819	Lyons	France	Paris	France
EE	buirepierr000464	"actor,playwright"			12	4	16	Pierre Laurent Buirette de Belloy	"Buirette de Belloy, Pierre Laurent"	Yes			http://en.wikipedia.org/wiki/Pierre-Laurent_Buirette_de_Belloy	68962659	http://viaf.org/68962659	upload.wikimedia.org/wikipedia/commons/thumb/3/30/Dormont_de_Belloy.jpg/160px-Dormont_de_Belloy.jpg	Letters_Literary		"Artist, Cultural"								Male	French	11/17/1727	1727	3/5/1775	1775	Saint-Flour	France		unknown
EE	dupleguill001436	civil servant			6	5	11	Guillaume Joseph Dupleix de Bacquencourt	"Dupleix de Bacquencourt, Guillaume Joseph"	Yes								"Elite, Government"									Male	French	1727-00-00	1727	1794-00-00	1794		France		unknown
EE	dupouannej024210	nun			5	1	6	"Anne Jeanne Du Poujet de Nadaillac, abbesse de Gomerfontaine"	"Du Poujet de Nadaillac, Anne Jeanne, abbesse de Gomerfontaine"	Yes		abbesse						Aristocracy		Clergy							Female	French	1727-00-00	1727	1782-00-00	1782		France		unknown
EE	bruyspierr000455	publisher			3	1	4	Pierre Bruyset-Ponthus	"Bruyset-Ponthus, Pierre"										Publishing								Male	French	1727-00-00	1727	1800-00-00	1800		France		unknown
EE	noverjeang002679	"dancer,dancing-master"			3	1	4	Jean Georges Noverre	"Noverre, Jean Georges"				http://en.wikipedia.org/wiki/Jean-Georges_Noverre	100018849	http://viaf.org/100018849	upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Jean-Georges_Noverre.jpg/220px-Jean-Georges_Noverre.jpg	Letters_Literary		"Artist, Cultural"								Male	French	4/29/1727	1727	10/19/1810	1810		France	Saint Germain-en-Laye	France
EE	cassepierr000555	lawyer			2	1	3	Pierre Cassen	"Cassen, Pierre"										Legal								Male	French	1727-00-00	1727	12/23/1767	1767		France	Paris	France
EE	fenoucharl001537	dramatist			2	1	3	Charles Georges Fenouillot de Falbaire de Quingey	"Fenouillot de Falbaire de Quingey, Charles Georges"	Yes				34456459	http://viaf.org/34456459		Letters_Literary		Cultural							Encyclopedistes	Male	French	7/16/1727	1727	10/28/1800	1800	Salins	France	Sainte-Menehould	France
EE	papildenis002744	royal official			2	0	2	"Denis Pierre Jean Papillon, duc de La Ferté"	"Papillon, Denis Pierre Jean, duc de La Ferté"	Yes	duc							"Elite, Government, Aristocracy"									Male	French	1727-00-00	1727	1794-00-00	1794		France		unknown
EE	aligretien004427	magistrate	magistrate		1	0	1	"Étienne François d'Aligre, marquis d'Aligre"	"Aligre, Étienne François d', marquis d'Aligre"	Yes	marquis			227390148	http://viaf.org/227390148			"Aristocracy, Elite, Government"	Legal								Male	French	1727-00-00	1727	1798-00-00	1798		France	Brunswick	Germany
EE	duboijosep001396	"author,playwright"			1	0	1	Joseph Gaspard Dubois-Fontanelle	"Dubois-Fontanelle, Joseph Gaspard"								Letters_Literary		Cultural								Male	French	1727-00-00	1727	1812-00-00	1812		unknown		unknown
EE	favarmarie001527	actress			1	0	1	Marie Justine Benoîte Favart	"Favart, Marie Justine Benoîte"				http://en.wikipedia.org/wiki/Marie_Favart	46770732	http://viaf.org/46770732	upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Justine_Favart.jpg/300px-Justine_Favart.jpg			"Artist, Cultural"								Female	French	1727-00-00	1727	1772-00-00	1772		unknown		unknown
EE	laujopierr002211	"academy member,poet,author,songwriter"			1	0	1	Pierre Laujon	"Laujon, Pierre"				http://en.wikipedia.org/wiki/Pierre_Laujon	14779178	http://viaf.org/14779178		Letters_Literary	Government	Artist		French Academy	Yes	Yes				Male	French	1/13/1727	1727	7/13/1811	1811	Paris	France		unknown
EE	commephili000718	"scientist,naturalist,explorer"			0	1	1	Philibert Commerson	"Commerson, Philibert"				http://en.wikipedia.org/wiki/Philibert_Commerson	49234571	http://viaf.org/49234571	upload.wikimedia.org/wikipedia/commons/thumb/2/22/Commerson_Philibert_1727-1773.png/220px-Commerson_Philibert_1727-1773.png	"Sciences_Natural, Sciences"				Académie des sciences	Yes		Yes			Male	French	11/18/1727	1727	3/13/1773	1773		France		unknown
